label,tweet
happy,Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 bgttt
happy,Yah baru aja nonton konser idolaa! wahh senengnya ampe jingkrak jingkrak 🤩
anger,ANJIR GW CAPE-CAPE NGERJAIN EH MALAH DIBILANG GAK NGAPA-NGAPAIN. EMOSI JIWA. LOHH
love,"eh Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 yaaa"
happy,BTW AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓
happy,"btw Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 please..."
love,"Kenapa pasangan seringkali diibaratkan sebagai ""rumah""? Karena rasa nyaman bersamanya senyaman berada di rumah, kamu bisa jadi apa saja, kamu selalu pulang menujunya "
anger,Eh orang kayak lo tuh bener2 gak ada otaknya! bikin naik darah! deh
happy,Akhirnyaa lulus juga! perjuangan panjang bgt tapi worth it! 🎓 anjirrr
sadness,eh Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 banget
happy,"Tempat bersandar dan lebih banyak terdiam, terdiam dalam artian melupakan sementara semua hiruk piruk yang ada seperti pekerjaan dan kemacetan, dan tempat bertemu senyum iklas yang gak akan kamu dapetin di tempat mana pun. [URL]"
love,"Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 banget"
fear,wkwk Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... deh
anger,Jangan main2 sama hati orang! Lo kira ini lucu? yaampun
love,"Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 sih"
anger,"btw Bangshaaat emg lo! Udah ngerebut, nyalahin pula! yaampun"
happy,Anjir baru aja nonton konser idolaa! wahh senengnya ampe jingkrak jingkrak 🤩
happy,Ciee dapet kejutan dari diaa! sweet bangeeet huhuhu 😍 lohh
happy,BARU AJA NONTON KONSER IDOLAA! WAHH SENENGNYA AMPE JINGKRAK JINGKRAK 🤩 KEK GITU
sadness,Anjir gak tau kenapa akhir2 ini ngerasa kosong aja...
fear,btw Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... parah
anger,"yah Bangshaaat emg lo! Udah ngerebut, nyalahin pula! bgt"
sadness,"Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. bgttt"
happy,wah keren ya ada dimana yang mirip begitu :d pakai baju koko sarung lebih keren :d liaitukalia: pakaianya diganti jadi
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. anjirrr
anger,Ciee orang kayak lo tuh bener2 gak ada otaknya! bikin naik darah! banget
sadness,Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 kek gitu 😭
love,"ciee Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 sumpah"
happy,"Malem ini nyoba bikin overnight oat yg kadar pisangnya lebi banyak daripada oatnya  Tida lupa ditambah chia seeds, madu, dan vsoy  Semoga sahurqu nanti lebih manis daripada angan-angan~~ [URL]"
anger,"Suka kesel sama fans yang sok-sokan mengatur, sok-sokan yang paling tahu segala-galanya. Hey kamu ibu Negara bukan, cenayang bukan, sudah lebih baik diam biarkan dunia ini bersih dari segala macam bacotmu"
happy,Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 parah 😭
happy,"Anjir hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 kek gitu"
happy,anjir Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍
love,"Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 banget please..."
anger,Apa seneng banget ya refreshing? Seneng banget gitu mencari udara segar? Lah kalo udah terlaku sumpek disini ya kan mending gausah lebay2 minta pulang kesini kan? Kita udah ga minta2 dia selalu disini kaya dulu loh.
happy,YAALLAH AKHIRNYAA LULUS JUGA! PERJUANGAN PANJANG BGT TAPI WORTH IT! 🎓 ASLII
sadness,Kamu.... Ah aku benci semuanya! :'(
fear,yah Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... yaaa deh
sadness,anjir Gak tau kenapa akhir2 ini ngerasa kosong aja... yaampun
love,"anjir Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 lohh sumpah"
sadness,"btw Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. yaaa"
love,"btw Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. aslii"
love,"Yaallah gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 yaaa"
anger,btw Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤
happy,btw Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 sih please...
fear,"yah Setiap malam gw mimpi buruk, takut bgt kejadian nyata... aslii"
fear,"Lindungilah rakyat Ind dari penguasa yg dzalim ya Alloh penguasa semesta,,,kami yakin Engkau pasti akan menghancurkan org2 yg dzalim [URL]"
happy,anjir Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 banget
anger,ciee Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! yaampun
anger,btw Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 aslii please...
happy,"Anteng main, bayi ini tadi video call pengen dibeliin pesawat robot.  Setelah edisi mobil robot, dia ketagihan. Carinya kapaaan.. sekarang aja rapat sampai Rabu, Jumat udah pulang. Mana keukeuh pengen Neng yang beliin."
anger,yah Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. sih
love,Masa mudaku. Ingin belajar dan berkelana. Agar kelak kita menikah nanti. Tidak melulu tentang pekerjaan dan rumah tangga. Aku ingin mengajakmu berkelana juga. Ke tempat yang pernah aku singgahi. Kemudian kamu bilang dan memeluk. Terimakasih sayang.
anger,CIEE JANGAN MAIN2 SAMA HATI ORANG! LO KIRA INI LUCU? BGT PLISSS
sadness,eh Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 lohh
anger,"Ngapain juga repot2 nyari jawaban. Kalau tidak, sudah cukup gak usah dijelasin macem2. Orang kalau sudah benci tertutup itu mata dan telinga. Urusan gitu aja Kok Repot [URL]"
sadness,Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 lohh
sadness,ANJIR KADANG NGERASA SENDIRIAN DI TENGAH KERAMAIAN... SEPI BGT RASANYA 😔 DEH
fear,"Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. kek gitu 😭"
sadness,"Tengah ddk baca replies dkt bwh ni, tiba2 air mata mengalir... Benda yang paling seram adalah menjadi ibubapa... kita xkn tahu satu perkataan yg dtg drpd parents boleh memberi kesan seumur hidup"
fear,"Hari senin qerja lembur bagai quda. Hati hati gaes, bagi para pengendara motor cek dulu helm nya siapa tau ada serangga laba - laba atau pun kecoa"
happy,"btw Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 bgt"
sadness,CIEE KANGEN RUMAH TAPI HARUS KUAT NGEJAR CITA2. SEDIHH 😢 PARAH
happy,"Liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎"
sadness,"yah Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. parah sumpah"
fear,"Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 aslii"
happy,eh Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 aslii
anger,Btw gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤 parah
sadness,"WKWK GW PIKIR DIA SERIUS, TERNYATA CUMA MAININ PERASAAN. HANCUR. BGTTT"
fear,"Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱"
fear,"Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. yaaa"
happy,Sepertinya sudah SOP dr Bank nya bang. Supaya tepat sasaran. Kan gak semua org langganan ke bank. Intinya dipermudah koq.. bukan dipersulit [URL]
happy,"Yah liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎 deh"
anger,eh Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! 😭
happy,btw Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 aslii
fear,"SETIAP MALAM GW MIMPI BURUK, TAKUT BGT KEJADIAN NYATA... SUMPAH"
happy,"eh Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 lohh anjirrr"
happy,Dapet kejutan dari diaa! sweet bangeeet huhuhu 😍 banget
anger,"eh Bangshaaat emg lo! Udah ngerebut, nyalahin pula! parah"
sadness,wkwk Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 lohh
sadness,Di kereta duduk sebrangan sama pasangan bapak2 dan ibu2 yang tidurnya pelukan terus dari Jogja sampe lewat Cirebon. Sampe Jakarta kukena sakit gula kaykanya :(
sadness,"Dunia itu mirip bayangan badan, jika kau kejar pasti ia menjauh, namun jika kau menjauh maka ia tidak ada pilihan lain selain mengikutimu. - Ibnu Qayyim"
sadness,Kangen rumah tapi harus kuat ngejar cita2. sedihh 😢 aslii dong
sadness,eh Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 parah anjirrr
happy,yah Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 parah
fear,"eh Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 dong"
happy,"CIEE HARI INI CERAH BGT, JALAN-JALAN BARENG BESTIE TUH EMG THERAPY TERBAIK 💖"
fear,"anjir Setiap malam gw mimpi buruk, takut bgt kejadian nyata..."
sadness,"btw Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. sih please..."
anger,"wkwk Bangshaaat emg lo! Udah ngerebut, nyalahin pula! aslii"
happy,Yaallah dapet kejutan dari diaa! sweet bangeeet huhuhu 😍 sumpah
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! kek gitu bgttt
fear,"ciee Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱"
happy,Baru aja nonton konser idolaa! wahh senengnya ampe jingkrak jingkrak 🤩 banget
sadness,. Innalillahi wa inna ilaihi roji'un. turut berduka cita atas meninggalnya ibunda tercinta sohib gua memendurehmen56 semoga Almarhumah husnul khotimah serta amal ibadahnya diterima disisiNya
fear,"Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 lohh yaampun"
love,Dan aku jatuh cinta pada pandangan matanya
love,"anjir Lo emg bukan yang pertama, tapi gw harap lo jadi yang terakhir. parah"
anger,"yaallah Bangshaaat emg lo! Udah ngerebut, nyalahin pula!"
love,wkwk Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 yaaa deh
love,"CIEE GAK PEDULI SEJAUH APAPUN KAMU, RASA INI TETEP SAMA... 💌 PARAH DONG"
sadness,Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 yaampun
happy,"Btw liat sunset di pantai sambil minum es kelapa, hidup emg indah bgt 😎"
happy,BTW BARU AJA NONTON KONSER IDOLAA! WAHH SENENGNYA AMPE JINGKRAK JINGKRAK 🤩 ASLII
happy,"All We Know of Heaven, All We Need of Hell - PVRIS (2017) Gue ngikutin PVRIS dari awal, gue rasa album yg skrg lagu2nya lebih mature, sangar, dark, tp fragile. Konsep keseluruhan album + mv + dll nya keren parah. W suka lagu Mercy, Anyone Else, sama Winter [URL]"
sadness,yah Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 sih
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! bgttt
sadness,Gak tau kenapa akhir2 ini ngerasa kosong aja... sumpah
anger,yaallah Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! plisss
sadness,"Yang pengen S2 tapi terasa sulit sekali menggapainya. Yang sudah dapat anugrah jalan mudah untuk S2 malah nggak mau. Ya Allah, kok begini dunia ini Engkau ciptakan?"
fear,"saya dok, enggan menikah karena lebih mengutamakan karir dan pendidikan, terlalu takut dengan namanya rumah tangga takut broken lagi"
anger,"BTW BANGSHAAAT EMG LO! UDAH NGEREBUT, NYALAHIN PULA!"
love,"btw Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌"
anger,eh Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! yaaa
anger,btw Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! banget
sadness,GAK TAU KENAPA AKHIR2 INI NGERASA KOSONG AJA... KEK GITU BGTTT
sadness,"anjir Gw pikir dia serius, ternyata cuma mainin perasaan. Hancur. please..."
love,"Cinta itu sabar, setia, dan tulus. gw belajar itu dari lo 🥺 banget"
sadness,Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 banget
anger,"Lagi ngoceh soal artis xx yg di follow masku..ya ngoceh dikit Temen kerja gue komentar ""haha kasian ya lu beli tiket mahal cuma salaman kaga di folbek"" I was like ""-_________-"" Pfftt Males ngobrol ama orang gblk emang"
anger,"wkwk Bangshaaat emg lo! Udah ngerebut, nyalahin pula! sih 😭"
happy,"sebenernya awal gua naksir yg coklat, tp wkt itu stock kosong T^T krn w kepo parah ama sound ini headphone dan keinginan untuk memiliki sudah terlalu kuat! jadinya beli yg ada stocknya aja.. akhirnya w berjodoh dengan ""STEEL"""
sadness,"AIR MATA INI JATUH TANPA BISA DITAHAN, SAKITNYA TUH DI HATI BUKAN DI BADAN."
fear,"LIAT BERITA KRIMINAL TIAP HARI, BIKIN PARNOAN KEMANA2. BANGET"
anger,anjir Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 yaaa
happy,Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 bgt sumpah
love,"eh Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 banget"
happy,wkwk Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍 please...
love,yaallah Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 lohh sumpah
anger,Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 bgttt
happy,anjir Baru aja nonton konser idolaa! Wahh senengnya ampe jingkrak jingkrak 🤩 yaaa
love,"makasih buat 2 bulannya sayang maaf kalo akhir ini sibuk bgt ga bisa selalu ada buat kamu. ga ngehubingin bukan berarti ga kangen, maaf kalo sukanya bikin nunggu sama kesel. i love you"
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! anjirrr
happy,Senyum2 sendiri baca #OldMoneyGakNgerasain karna emg gw ngalamain yg rata2 di twit haha kaya di suruh beli minyak tanah ke warung terus dirigenya ditendang2 pake dengkul kaki
happy,DAPET KEJUTAN DARI DIAA! SWEET BANGEEET HUHUHU 😍 KEK GITU YAAMPUN
sadness,yah Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 yaaa
fear,Ini sih jadinya 422 -_- Ga berani keluar buat manasin air gegara diceritain siska bahwa ada 'something'. Memang dasar apel kamu siska!!! Bikin takut
happy,Ciee baru aja nonton konser idolaa! wahh senengnya ampe jingkrak jingkrak 🤩 yaampun
love,"ciee Setiap detik mikirin kamu, pengen terus ada di sampingmu. lohh please..."
fear,"Liat berita kriminal tiap hari, bikin parnoan kemana2. bgt deh"
anger,CIEE ORANG KAYAK LO TUH BENER2 GAK ADA OTAKNYA! BIKIN NAIK DARAH! KEK GITU PLISSS
sadness,"yah Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan."
sadness,Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 banget plisss
sadness,"ciee Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. please..."
sadness,Yaallah kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 banget
happy,yah Akhirnyaa lulus juga! Perjuangan panjang bgt tapi worth it! 🎓 aslii dong
anger,Yaallah gila lo ya! udah dibilang jangan trus diulangin lagi. kesel bgt 😤 banget
happy," iyaaa, paling demen klo bahasanya udah aku kau atau aku kamu gtu btw ada rekomendasi ff nct yg bagus tak? klo bisa yg udah complete tpi klopun belom klo bisa yg updatenya cepet wkwk"
sadness,btw Gak tau kenapa akhir2 ini ngerasa kosong aja... kek gitu
sadness,"Air mata ini jatuh tanpa bisa ditahan, sakitnya tuh di hati bukan di badan. sih sumpah"
sadness,wkwk Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 yaampun
fear,"Liat berita kriminal tiap hari, bikin parnoan kemana2. parah"
anger,[USERNAME] [USERNAME] Ooo... kl berisik emamg mendingan d sumpel si.. kl d kntr gw sepi bgt ki... jepangnya jg g doyan dgrin lagu.. jd mau g mau pk sumpelan kita.. bosen abisnya..
sadness,"Sesedih ini kah jauh dari yang bener bener sayang sama kita. Aku di pindahkan lagi di kelas bawah lantai 1. Dan sendiri tanpa teman susah kalau lagi sedih, lagi happy, cerita pun gak bisa."
sadness,Rafinha yang pemain bola di endorse sama [USERNAME] pula saya udah mainin Gitar dari tangan kanan ke kiri kiri ke kanan dibeliin gitar baru juga enggak sama emak [URL]
fear,"YAH RASANYA KAYAK DIAWASI TERUS, SEREM BGT PADAHAL SENDIRI DI RUMAH 😱 ASLII"
fear,btw Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... bgt
sadness,anjir Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 banget
happy,Akhirnyaa lulus juga! perjuangan panjang bgt tapi worth it! 🎓 😭
sadness,eh Gak tau kenapa akhir2 ini ngerasa kosong aja... plisss
anger,BTW ORANG KAYAK LO TUH BENER2 GAK ADA OTAKNYA! BIKIN NAIK DARAH!
fear,wkwk Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... sumpah
love,WKWK NUNGGUIN CHAT DARI KAMU AJA UDAH BIKIN DEG-DEGAN HEHE 😚 ASLII
anger,GILA LO YA! UDAH DIBILANG JANGAN TRUS DIULANGIN LAGI. KESEL BGT 😤 PARAH 😭
love,"Cinta itu sabar, setia, dan tulus. Gw belajar itu dari lo 🥺 bgt 😭"
fear,"GUE TAKUT BGT NGADEPIN HARI SENIN, KERJAAN NUMPUK ABIS CUTI. KEK GITU ANJIRRR"
happy,Btw akhirnyaa lulus juga! perjuangan panjang bgt tapi worth it! 🎓 sih
fear,"anjir Setiap malam gw mimpi buruk, takut bgt kejadian nyata... dong"
love,wkwk Nungguin chat dari kamu aja udah bikin deg-degan hehe 😚 lohh
fear,"anjir Liat berita kriminal tiap hari, bikin parnoan kemana2. dong"
happy,"HARI INI CERAH BGT, JALAN-JALAN BARENG BESTIE TUH EMG THERAPY TERBAIK 💖 KEK GITU"
anger,anjir Jangan main2 sama hati orang! Lo kira ini lucu? banget
sadness,"Sadarkah kamu kalau hati papa merasa cemburu? Saat kamu mulai lebih dipercaya, dan papa melonggarkan sedikit peraturan untuk keluar rumah, kamu akan memaksa untum melanggar jam malamnya."
fear,"Setuju bgt sama ko ernest. Karena setelah beberapa bulan baca story di ignya @/catwomanizer ternyata banyak bgt perempuan sama laki2 yg gaberani ngomong kalo mereka dilecehkan, dan jatohnya jadi trauma seumur hidup lho. Ternyata ini nyata, bukan rekayasa. Serem bayanginnya"
anger,yaallah Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 parah
happy,"[USERNAME] Hehehee. . Pengepo juga ini. Alhamdulillah da. Kabar baik sekali. Masih mlika seperti waktu kuliah kok, hanya gendutan aja sekarang. Kabarmu gimana da? Dan kabar para mindis mindismu itu baik?"
happy,DAPET KEJUTAN DARI DIAA! SWEET BANGEEET HUHUHU 😍 YAAA PLEASE...
fear,yaallah Takut kehilangan orang2 yang gw sayang. Dunia ini gak pasti... aslii
love,"yah Setiap detik mikirin kamu, pengen terus ada di sampingmu. bgt"
sadness,"Saya lebih fokus ke dia daripada kehidupan saya sendiri. In the end, dia memiliki kekasih lain. Saya tidak menyalahan dia, mungkin saya lagi di titik bawah hidup ini.Terus buat kalian para cewek, never ever say apa aku minta? Enggak kan"
anger,Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. kek gitu plisss
love,"Gak peduli sejauh apapun kamu, rasa ini tetep sama... 💌 yaaa 😭"
anger,YAH ORANG KAYAK LO TUH BENER2 GAK ADA OTAKNYA! BIKIN NAIK DARAH! PARAH
anger,yah Gila lo ya! Udah dibilang jangan trus diulangin lagi. Kesel bgt 😤 parah yaampun
fear,"Gue tadi di sekolah kucek kucek mata kan ya. Abis itu banyak bulu mata yang rontok. Auto panik nih, takut kalo gundul sebelah. Nah, bulu mata tuh bisa tumbuh lagi gak sih?:("
sadness,Kadang ngerasa sendirian di tengah keramaian... sepi bgt rasanya 😔 lohh
happy,wkwk Dapet kejutan dari diaa! Sweet bangeeet huhuhu 😍
fear,Semoga semua anak di thailand itu bisa selamat yahhh Ini kalo dibuat dokumenter asliii bikin merinding Baca thread2 orang aja merinding2 akuny
anger,"anjir Bangshaaat emg lo! Udah ngerebut, nyalahin pula! banget yaampun"
fear,"yah Gue takut bgt ngadepin hari senin, kerjaan numpuk abis cuti. lohh"
sadness,yah Kangen rumah tapi harus kuat ngejar cita2. Sedihh 😢 anjirrr
happy,"ciee Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 parah yaampun"
fear,"Rasanya kayak diawasi terus, serem bgt padahal sendiri di rumah 😱 banget 😭"
happy,"Hari ini cerah bgt, jalan-jalan bareng bestie tuh emg therapy terbaik 💖 yaaa sumpah"
love,"EH SETIAP DETIK MIKIRIN KAMU, PENGEN TERUS ADA DI SAMPINGMU. BGT"
anger,wkwk Gw cape-cape ngerjain eh malah dibilang gak ngapa-ngapain. Emosi jiwa. 😭
love,"ANJIR GAK PEDULI SEJAUH APAPUN KAMU, RASA INI TETEP SAMA... 💌"
sadness,Tibalah kita Di penghujung persimpangan Di penghujung jalan cinta Kita berdua... Terpaksa ku relakan Tak daya ku halangkan Kerna ku tahu cintamu Bukan lagi milikku...
anger,Orang kayak lo tuh bener2 gak ada otaknya! Bikin naik darah! aslii
happy,"Congrats for me, walopun ga aktif bgt tp aku dedikasikan twitter ini krn bangtan, bnyk yg berubah dr wkt kw wkt, wow!!!!! #MyTwitterAnniversary [URL]"
fear,"Liat berita kriminal tiap hari, bikin parnoan kemana2. lohh please..."
fear,"Liat berita kriminal tiap hari, bikin parnoan kemana2. kek gitu sumpah"
